,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_sample,post_induction_time,replicate_id,strain_description,base_media,carbon_source,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,pH,growth_phase,entraintment_cycles,entraintment_period_per_cycle,OD_wavelength,OD,light_condition,light_intensity ,submission,publication,notes,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,Unnamed: 62,Unnamed: 63,Unnamed: 64,full_name,passed_similar_replicates
SRX3312490,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202574,SRP120955,PRJNA415380,415380,SRS2618452,SAMN07822159,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640399,GSE105774,GSM2827777,,7822159,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_1h,rel- relA+_dusk_0m,1h,2.0,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relAE335Q_dark_1h,True
SRX3312492,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202576,SRP120955,PRJNA415380,415380,SRS2618455,SAMN07822157,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640401,GSE105774,GSM2827779,,7822157,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_4h,rel- relA+_dusk_0m,4h,2.0,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relAE335Q_dark_4h,True
SRX3312493,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202577,SRP120955,PRJNA415380,415380,SRS2618456,SAMN07822156,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640402,GSE105774,GSM2827780,,7822156,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_8h,rel- relA+_dusk_0m,8h,2.0,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relAE335Q_dark_8h,True
SRX3312494,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202578,SRP120955,PRJNA415380,415380,SRS2618457,SAMN07822155,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640403,GSE105774,GSM2827781,,7822155,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_12h,rel- relA+_dusk_0m,12h,2.0,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relAE335Q_dark_12h,True
SRX359372,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001856,SRP030395,PRJNA221220,221220,SRS487007,SAMN02362683,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508549,GSE51112,GSM1238988,24315105.0,2362683,EOC346,OX-D53E,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,OX-D53E + IPTG_0h,wt_24h,0 hr,,EOC346,BG-11,CO2,,,aerobic,"2 ug/mL gentamycin, 5 ug/mL chloramphenicol, and 7.5 ug/mL kanamycin ",10 mM HEPES-KOH, 10mM HEPES,30 C,8.0,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,,RpaA-_KaiBC-:OX-D53E + IPTG_0h,True
SRX359373,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001857,SRP030395,PRJNA221220,221220,SRS487008,SAMN02362697,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508550,GSE51112,GSM1238989,24315105.0,2362697,EOC346,OX-D53E,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,OX-D53E + IPTG_0.5h,wt_24h,0.5 hr,,EOC346,BG-11,CO2,,,aerobic,"2 ug/mL gentamycin, 5 ug/mL chloramphenicol, and 7.5 ug/mL kanamycin ",10 mM HEPES-KOH, 10mM HEPES,30 C,8.0,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,,RpaA-_KaiBC-:OX-D53E + IPTG_0.5h,True
SRX359378,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001862,SRP030395,PRJNA221220,221220,SRS487013,SAMN02362685,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508555,GSE51112,GSM1238994,24315105.0,2362685,EOC346,OX-D53E,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,OX-D53E + IPTG_0h,wt_24h,0 hr,,EOC346,BG-11,CO2,,,aerobic,"2 ug/mL gentamycin, 5 ug/mL chloramphenicol, and 7.5 ug/mL kanamycin ",10 mM HEPES-KOH, 10mM HEPES,30 C,8.0,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,,RpaA-_KaiBC-:OX-D53E + IPTG_0h,True
SRX359379,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001863,SRP030395,PRJNA221220,221220,SRS487014,SAMN02362693,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508556,GSE51112,GSM1238995,24315105.0,2362693,EOC346,OX-D53E,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,OX-D53E + IPTG_0.5h,wt_24h,0.5 hr,,EOC346,BG-11,CO2,,,aerobic,"2 ug/mL gentamycin, 5 ug/mL chloramphenicol, and 7.5 ug/mL kanamycin ",10 mM HEPES-KOH, 10mM HEPES,30 C,8.0,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,,RpaA-_KaiBC-:OX-D53E + IPTG_0.5h,True
SRX4105497,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188773,SRP148555,PRJNA472248,472248,SRS3321322,SAMN09230269,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591058,GSE114693,GSM3147422,,9230269,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF065_24h,KF065_24h,24hr,1.0,sigF2_delta,BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH - buffer,30 C,8,,2.0,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,RpaA-sig_fctr:KF065_24h,True
SRX4105503,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188779,SRP148555,PRJNA472248,472248,SRS3321327,SAMN09230239,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591064,GSE114693,GSM3147428,,9230239,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF065_24h,KF065_24h,24hr,2.0,sigF2_delta,BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2.0,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,RpaA-sig_fctr:KF065_24h,True
SRX4105525,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188801,SRP148555,PRJNA472248,472248,SRS3321349,SAMN09230326,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591086,GSE114693,GSM3147450,,9230326,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_0h,KF065_24h,0m,1.0,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2.0,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,RpaA-sig_fctr:KF080_0h,True
SRX4105527,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188803,SRP148555,PRJNA472248,472248,SRS3321351,SAMN09230324,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591088,GSE114693,GSM3147452,,9230324,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_2h,KF065_24h,2hr,1.0,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2.0,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,RpaA-sig_fctr:KF080_2h,True
SRX4105528,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188804,SRP148555,PRJNA472248,472248,SRS3321352,SAMN09230323,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591089,GSE114693,GSM3147453,,9230323,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_3h,KF065_24h,3hr,1.0,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2.0,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,RpaA-sig_fctr:KF080_3h,True
SRX4105529,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188805,SRP148555,PRJNA472248,472248,SRS3321353,SAMN09230322,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591090,GSE114693,GSM3147454,,9230322,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_6h,KF065_24h,6hr,1.0,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2.0,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,RpaA-sig_fctr:KF080_6h,True
SRX4105530,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188806,SRP148555,PRJNA472248,472248,SRS3321354,SAMN09230321,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591091,GSE114693,GSM3147455,,9230321,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_9h,KF065_24h,9hr,1.0,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2.0,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,RpaA-sig_fctr:KF080_9h,True
SRX4105533,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188809,SRP148555,PRJNA472248,472248,SRS3321357,SAMN09230318,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591094,GSE114693,GSM3147458,,9230318,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_0h,KF065_24h,0m,2.0,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2.0,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,RpaA-sig_fctr:KF080_0h,True
SRX4105536,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188812,SRP148555,PRJNA472248,472248,SRS3321360,SAMN09230315,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591097,GSE114693,GSM3147461,,9230315,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_2h,KF065_24h,2hr,2.0,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2.0,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,RpaA-sig_fctr:KF080_2h,True
SRX4105537,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188813,SRP148555,PRJNA472248,472248,SRS3321361,SAMN09230314,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591098,GSE114693,GSM3147462,,9230314,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_3h,KF065_24h,3ht,2.0,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2.0,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,RpaA-sig_fctr:KF080_3h,True
SRX4105538,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188814,SRP148555,PRJNA472248,472248,SRS3321362,SAMN09230313,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591099,GSE114693,GSM3147463,,9230313,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_6h,KF065_24h,6hr,2.0,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2.0,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,RpaA-sig_fctr:KF080_6h,True
SRX4105539,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188815,SRP148555,PRJNA472248,472248,SRS3321363,SAMN09230312,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591100,GSE114693,GSM3147464,,9230312,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF080_9h,KF065_24h,9hr,2.0,ATCC 33912+ OX-D53E + rpoD2(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2.0,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,RpaA-sig_fctr:KF080_9h,True
SRX4105557,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188833,SRP148555,PRJNA472248,472248,SRS3321381,SAMN09230196,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591118,GSE114693,GSM3147482,,9230196,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF047_2h,KF065_24h,2hr,1.0,ATCC 33912 + OX-D53E + rpoD5(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2.0,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,RpaA-sig_fctr:KF047_2h,True
SRX4105558,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188834,SRP148555,PRJNA472248,472248,SRS3321382,SAMN09230195,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591119,GSE114693,GSM3147483,,9230195,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF047_3h,KF065_24h,3hr,1.0,ATCC 33912 + OX-D53E + rpoD5(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2.0,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,RpaA-sig_fctr:KF047_3h,True
SRX4105564,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188840,SRP148555,PRJNA472248,472248,SRS3321388,SAMN09230189,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591125,GSE114693,GSM3147489,,9230189,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF047_2h,KF065_24h,2hr,2.0,ATCC 33912 + OX-D53E + rpoD5(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2.0,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,RpaA-sig_fctr:KF047_2h,True
SRX4105565,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188841,SRP148555,PRJNA472248,472248,SRS3321389,SAMN09230188,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591126,GSE114693,GSM3147490,,9230188,PCC 7942,,Main chromosome: NC_007604.1,RpaA-sig_fctr,KF047_3h,KF065_24h,3hr,2.0,ATCC 33912 + OX-D53E + rpoD5(delta),BG-11,,,100µM IPTG,aerobic,,10 mM HEPES-KOH,30 C,8,,2.0,12 hr,750,0.3,,100 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,RpaA-sig_fctr:KF047_3h,True
