,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_sample,post_induction_time,replicate_id,strain_description,base_media,carbon_source,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,pH,growth_phase,entraintment_cycles,entraintment_period_per_cycle,OD_wavelength,OD,light_condition,light_intensity ,submission,publication,notes,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,,,
SRX3176796,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026335,SRP117265,PRJNA404081,404081,SRS2506491,SAMN07629679,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478647,GSE103704,GSM2779453,,7629679,PCC 7942,rel- replicate 1,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,rel- _dark_8h,wt_dusk_0m,8h,1,rel-,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176797,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026336,SRP117265,PRJNA404081,404081,SRS2506492,SAMN07629678,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478648,GSE103704,GSM2779454,,7629678,PCC 7942,rel- replicate 1,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,rel- _dark_12h,wt_dusk_0m,12h,1,rel-,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176798,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026337,SRP117265,PRJNA404081,404081,SRS2506493,SAMN07629677,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478649,GSE103704,GSM2779455,,7629677,PCC 7942,wild type replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,wt_dusk_0m,wt_dusk_0m,0m,2,wt,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176799,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026338,SRP117265,PRJNA404081,404081,SRS2506494,SAMN07629676,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478650,GSE103704,GSM2779456,,7629676,PCC 7942,wild type replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,wt_dark_5m,wt_dusk_0m,5m,2,wt,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176800,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026339,SRP117265,PRJNA404081,404081,SRS2506495,SAMN07629672,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478651,GSE103704,GSM2779457,,7629672,PCC 7942,wild type replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,wt_dark_15m,wt_dusk_0m,15m,2,wt,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176801,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026340,SRP117265,PRJNA404081,404081,SRS2506496,SAMN07629671,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478652,GSE103704,GSM2779458,,7629671,PCC 7942,wild type replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,wt_dark_30m,wt_dusk_0m,30m,2,wt,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176802,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026341,SRP117265,PRJNA404081,404081,SRS2506497,SAMN07629670,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478653,GSE103704,GSM2779459,,7629670,PCC 7942,wild type replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,wt_dark_1h,wt_dusk_0m,1h,2,wt,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176803,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026342,SRP117265,PRJNA404081,404081,SRS2506498,SAMN07629669,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478654,GSE103704,GSM2779460,,7629669,PCC 7942,wild type replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,wt_dark_2h,wt_dusk_0m,2h,2,wt,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176804,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026343,SRP117265,PRJNA404081,404081,SRS2506499,SAMN07629668,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478655,GSE103704,GSM2779461,,7629668,PCC 7942,wild type replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,wt_dark_4h,wt_dusk_0m,4h,2,wt,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176805,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026344,SRP117265,PRJNA404081,404081,SRS2506500,SAMN07629667,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478656,GSE103704,GSM2779462,,7629667,PCC 7942,wild type replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,wt_dark_8h,wt_dusk_0m,8h,2,wt,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176806,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026345,SRP117265,PRJNA404081,404081,SRS2506501,SAMN07629666,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478657,GSE103704,GSM2779463,,7629666,PCC 7942,wild type replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,wt_dark_12h,wt_dusk_0m,12h,2,wt,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176807,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026346,SRP117265,PRJNA404081,404081,SRS2506502,SAMN07629665,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478658,GSE103704,GSM2779464,,7629665,PCC 7942,rel- replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,rel- _dusk_0m,wt_dusk_0m,0m,2,rel-,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176808,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026347,SRP117265,PRJNA404081,404081,SRS2506503,SAMN07629664,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478659,GSE103704,GSM2779465,,7629664,PCC 7942,rel- replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,rel- _dark_5m,wt_dusk_0m,5m,2,rel-,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176809,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026348,SRP117265,PRJNA404081,404081,SRS2506504,SAMN07629663,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478660,GSE103704,GSM2779466,,7629663,PCC 7942,rel- replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,rel- _dark_15m,wt_dusk_0m,15m,2,rel-,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176810,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026349,SRP117265,PRJNA404081,404081,SRS2506505,SAMN07629662,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478661,GSE103704,GSM2779467,,7629662,PCC 7942,rel- replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,rel- _dark_30m,wt_dusk_0m,30m,2,rel-,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176811,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026350,SRP117265,PRJNA404081,404081,SRS2506506,SAMN07629661,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478662,GSE103704,GSM2779468,,7629661,PCC 7942,rel- replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,rel- _dark_1h,wt_dusk_0m,1h,2,rel-,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176812,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026351,SRP117265,PRJNA404081,404081,SRS2506507,SAMN07629660,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478663,GSE103704,GSM2779469,,7629660,PCC 7942,rel- replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,rel- _dark_2h,wt_dusk_0m,2h,2,rel-,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176813,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026352,SRP117265,PRJNA404081,404081,SRS2506508,SAMN07629659,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478664,GSE103704,GSM2779470,,7629659,PCC 7942,rel- replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,rel- _dark_4h,wt_dusk_0m,4h,2,rel-,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176814,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026353,SRP117265,PRJNA404081,404081,SRS2506509,SAMN07629658,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478665,GSE103704,GSM2779471,,7629658,PCC 7942,rel- replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,rel- _dark_8h,wt_dusk_0m,8h,2,rel-,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3176815,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026354,SRP117265,PRJNA404081,404081,SRS2506510,SAMN07629657,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478666,GSE103704,GSM2779472,,7629657,PCC 7942,rel- replicate 2,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",rel-,rel- _dark_12h,wt_dusk_0m,12h,2,rel-,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3211301,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069416,SRP118803,PRJNA412032,412032,SRS2536063,SAMN07693174,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520050,GSE104203,GSM2792426,29239721,7693174,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_lowlight_dawn_0.5h,wt_clearday_dawn_12h,0.5 hr since dawn,1,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,low light,50 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211302,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069417,SRP118803,PRJNA412032,412032,SRS2536065,SAMN07693173,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520051,GSE104203,GSM2792427,29239721,7693173,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_lowlight_dawn_0.5h,wt_clearday_dawn_12h,0.5 hr since dawn,2,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,low light,50 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211303,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069418,SRP118803,PRJNA412032,412032,SRS2536064,SAMN07693172,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520052,GSE104203,GSM2792428,29239721,7693172,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_lowlight_dawn_2h,wt_clearday_dawn_12h,2 hr since dawn,1,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,low light,50 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211304,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069377,SRP118803,PRJNA412032,412032,SRS2536066,SAMN07693163,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520053,GSE104203,GSM2792387,29239721,7693163,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_lowlight_dawn_2h,wt_clearday_dawn_12h,2 hr since dawn,2,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,low light,50 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211305,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069378,SRP118803,PRJNA412032,412032,SRS2536068,SAMN07693162,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520054,GSE104203,GSM2792388,29239721,7693162,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_lowlight_dawn_4h,wt_clearday_dawn_12h,4hr since dawn,1,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,low light,50 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211306,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069379,SRP118803,PRJNA412032,412032,SRS2536067,SAMN07693161,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520055,GSE104203,GSM2792389,29239721,7693161,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_lowlight_dawn_4h,wt_clearday_dawn_12h,4hr since dawn,2,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,low light,50 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211307,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069380,SRP118803,PRJNA412032,412032,SRS2536069,SAMN07693160,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520056,GSE104203,GSM2792390,29239721,7693160,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_lowlight_dawn_6h,wt_clearday_dawn_12h,6hr since dawn,1,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,low light,50 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211308,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069381,SRP118803,PRJNA412032,412032,SRS2536071,SAMN07693159,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520057,GSE104203,GSM2792391,29239721,7693159,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_lowlight_dawn_6h,wt_clearday_dawn_12h,6hr since dawn,2,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,low light,50 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211309,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069382,SRP118803,PRJNA412032,412032,SRS2536070,SAMN07693158,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520058,GSE104203,GSM2792392,29239721,7693158,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_lowlight_dawn_8h,wt_clearday_dawn_12h,8hr since dawn,1,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,low light,50 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211310,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069383,SRP118803,PRJNA412032,412032,SRS2536072,SAMN07693157,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520059,GSE104203,GSM2792393,29239721,7693157,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_lowlight_dawn_8h,wt_clearday_dawn_12h,8hr since dawn,2,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,low light,50 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211311,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069384,SRP118803,PRJNA412032,412032,SRS2536073,SAMN07693156,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520060,GSE104203,GSM2792394,29239721,7693156,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_lowlight_dawn_9h,wt_clearday_dawn_12h,9hr since dawn,1,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,low light,50 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
