Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Object_ID	Accession-2
cysQ		172202	173071	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase-like	cysQ	SYNPCC7942_0173	SYNPCC7942_RS00880
SYNPCC7942_1166		1199437	1200762	conserved hypothetical protein	SYNPCC7942_1166	SYNPCC7942_1166	SYNPCC7942_RS05980
lspA		1799119	1799610	lipoprotein signal peptidase	bioY // lspA	SYNPCC7942_1726	SYNPCC7942_RS08785
SYNPCC7942_2126		2206400	2206804	conserved hypothetical protein	SYNPCC7942_2126	SYNPCC7942_2126	SYNPCC7942_RS10780
murG		2380457	2381530	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	murG	SYNPCC7942_2312	SYNPCC7942_RS11755
SYNPCC7942_0268		264482	264964	hypothetical protein	SYNPCC7942_0269 // SYNPCC7942_0268	SYNPCC7942_0268	SYNPCC7942_RS01365
SYNPCC7942_0817		812331	812723	putative ferric uptake regulator, FUR family	SYNPCC7942_0817	SYNPCC7942_0817	SYNPCC7942_RS04225
SYNPCC7942_1143		1168605	1169201	conserved hypothetical protein	SYNPCC7942_1143	SYNPCC7942_1143	SYNPCC7942_RS05850
SYNPCC7942_1133		1153415	1155559	ATPase	SYNPCC7942_1133	SYNPCC7942_1133	SYNPCC7942_RS05800
pipX		2138194	2138463	P<sub>II</sub>-interacting protein X	pipX // ylmE	SYNPCC7942_2061	SYNPCC7942_RS10455
SYNPCC7942_0138		139416	140018	Membrane proteins, metalloendopeptidases-like	SYNPCC7942_0138	SYNPCC7942_0138	SYNPCC7942_RS00700
psbN		223821	223961	PsbN	psbN // SYNPCC7942_0223	SYNPCC7942_0224	SYNPCC7942_RS01140
psbI		1772946	1773065	PsbI	psbI	SYNPCC7942_1705	
SYNPCC7942_1097		1114822	1114947	conserved hypothetical protein	SYNPCC7942_1097	SYNPCC7942_1097	
gldA		2354769	2355848	glycerol dehydrogenase	gldA // todF	SYNPCC7942_2285	SYNPCC7942_RS11615
SYNPCC7942_2023		2091760	2092221	conserved hypothetical protein	SYNPCC7942_2023	SYNPCC7942_2023	SYNPCC7942_RS10265
rbp3		785282	785710	RNA-binding region RNP-1	rbp3	SYNPCC7942_0790	SYNPCC7942_RS04090
SYNPCC7942_0187		184418	185461	conserved hypothetical protein	SYNPCC7942_0187	SYNPCC7942_0187	SYNPCC7942_RS00950
cobD		1125667	1126740	L-threonine-O-3-phosphate decarboxylase, putative	cobD // SYNPCC7942_1108	SYNPCC7942_1109	SYNPCC7942_RS05685
SYNPCC7942_1063		1073494	1073742	conserved hypothetical protein	SYNPCC7942_1063 // SYNPCC7942_1062 // SYNPCC7942_1061	SYNPCC7942_1063	SYNPCC7942_RS05455
dnaK4		110012	111607	DnaK protein-like	dnaK4	SYNPCC7942_0111	SYNPCC7942_RS00565
rpaC		2057819	2058133	(Regulator of Phycobilisome Association C (RpaC)	rpaC	SYNPCC7942_1987	SYNPCC7942_RS10075
sbpA		1749076	1750128	sulfate transport system sulfate-binding protein	cysT // sbpA	SYNPCC7942_1681	SYNPCC7942_RS08565
SYNPCC7942_0155		156954	157184	hypothetical protein	SYNPCC7942_0155 // SYNPCC7942_0154	SYNPCC7942_0155	SYNPCC7942_RS00785
gshA		2322145	2323299	Glutamate--cysteine ligase, putative	gshA	SYNPCC7942_2253	SYNPCC7942_RS11455
SYNPCC7942_1024		1038106	1039098	conserved hypothetical protein	SYNPCC7942_1024 // SYNPCC7942_1023 // SYNPCC7942_1022	SYNPCC7942_1024	SYNPCC7942_RS05260
SYNPCC7942_0756		750406	750870	lysozyme	SYNPCC7942_0756	SYNPCC7942_0756	SYNPCC7942_RS03920
SYNPCC7942_0980		988653	989276	conserved hypothetical protein	SYNPCC7942_0980	SYNPCC7942_0980	SYNPCC7942_RS05035
SYNPCC7942_1083		1097799	1099175	probable glycosyltransferase	SYNPCC7942_1083	SYNPCC7942_1083	SYNPCC7942_RS05560
SYNPCC7942_0921		927092	927394	conserved hypothetical protein	mtaP // gltX1 // SYNPCC7942_0921	SYNPCC7942_0921	SYNPCC7942_RS04740
clcD1		87881	88615	Carboxymethylenebutenolidase	clcD1	SYNPCC7942_0089	SYNPCC7942_RS00450
SYNPCC7942_1936		2010026	2010268	conserved hypothetical protein	SYNPCC7942_1936 // pilD	SYNPCC7942_1936	SYNPCC7942_RS09825
SYNPCC7942_1650		1717707	1720946	phosphorylase kinase	SYNPCC7942_1650	SYNPCC7942_1650	SYNPCC7942_RS08415
SYNPCC7942_0889		894636	896453	conserved hypothetical protein	SYNPCC7942_0889 // SYNPCC7942_0888	SYNPCC7942_0889	SYNPCC7942_RS04580
rplD		2298200	2298832	50S ribosomal subunit protein L4	rplD // rplW // rplB // rpsS // rplV // rpsC // rplP // rpmC // rpsQ // rplN // rplX	SYNPCC7942_2231	SYNPCC7942_RS11330
SYNPCC7942_1890		1963748	1964254	conserved hypothetical protein	SYNPCC7942_1890	SYNPCC7942_1890	SYNPCC7942_RS09585
carB		701604	704897	carbamoyl-phosphate synthase, large subunit	carB	SYNPCC7942_0711	SYNPCC7942_RS03645
SYNPCC7942_0854		850233	852629	conserved hypothetical protein	SYNPCC7942_0854	SYNPCC7942_0854	SYNPCC7942_RS04405
cpcE		1065228	1066049	phycocyanin &alpha;-subunit phycocyanobilin lyase subunit &alpha;	thiS // thiE // SYNPCC7942_1056 // cpcF // cpcE	SYNPCC7942_1054	SYNPCC7942_RS05405
SYNPCC7942_1840		1906920	1907426	conserved hypothetical protein	SYNPCC7942_1840	SYNPCC7942_1840	SYNPCC7942_RS09335
SYNPCC7942_0063		64266	64706	dual specificity protein phosphatase	SYNPCC7942_0064 // SYNPCC7942_0063	SYNPCC7942_0063	SYNPCC7942_RS00315
dppC		817168	818214	oligopeptide ABC type transporter,, membrane protein	dppC	SYNPCC7942_0823	SYNPCC7942_RS04255
SYNPCC7942_1619		1685436	1685942	metal-binding possibly nucleic acid-binding protein-like	SYNPCC7942_1620 // SYNPCC7942_1619 // SYNPCC7942_1618 // SYNPCC7942_1617	SYNPCC7942_1619	SYNPCC7942_RS08260
SYNPCC7942_1804		1873843	1874397	conserved hypothetical protein	SYNPCC7942_1804	SYNPCC7942_1804	SYNPCC7942_RS09165
rplO		2290963	2291406	50S ribosomal subunit protein L15	rplE // rpsH // rplF // rplR // rpsE // rplO	SYNPCC7942_2215	SYNPCC7942_RS11250
SYNPCC7942_0778		769574	770038	hypothetical protein	SYNPCC7942_0778	SYNPCC7942_0778	SYNPCC7942_RS04035
erg3		674334	675149	sterol C5-desaturase	erg3	SYNPCC7942_0680	SYNPCC7942_RS03485
SYNPCC7942_1769		1836408	1836794	conserved hypothetical protein	SYNPCC7942_1769 // SYNPCC7942_1768	SYNPCC7942_1769	SYNPCC7942_RS08990
SYNPCC7942_1026		1039971	1041725	fibronectin binding protein-like	SYNPCC7942_1026	SYNPCC7942_1026	SYNPCC7942_RS05270
SYNPCC7942_0754		749183	749431	hypothetical protein	SYNPCC7942_0754	SYNPCC7942_0754	SYNPCC7942_RS03905
mutT		36479	36955	mutator MutT protein	mutT	SYNPCC7942_0038	SYNPCC7942_RS00190
SYNPCC7942_1732		1803168	1803578	conserved hypothetical protein	sufR // SYNPCC7942_1732 // SYNPCC7942_1731	SYNPCC7942_1732	SYNPCC7942_RS08815
folE		1663657	1664298	GTP cyclohydrolase I	apa2 // SYNPCC7942_1599 // PhzF // folE // SPR	SYNPCC7942_1597	SYNPCC7942_RS08155
sepA2		2063	2329	putative antitoxin	sepT2 // sepA2	SYNPCC7942_B2648	SYNPCC7942_RS13350
proB		2275683	2276786	glutamate 5-kinase	SYNPCC7942_2198 // proB	SYNPCC7942_2197	SYNPCC7942_RS11160
SYNPCC7942_0729		723806	724411	conserved hypothetical protein	SYNPCC7942_0729 // SYNPCC7942_0728	SYNPCC7942_0729	SYNPCC7942_RS03770
ycf		649443	650009	photosystem I assembly protein Ycf	ycf // cdv1 // SYNPCC7942_0652	SYNPCC7942_0654	SYNPCC7942_RS03350
SYNPCC7942_1683		1751063	1751308	conserved hypothetical protein	cysR // SYNPCC7942_1683 // cysW	SYNPCC7942_1683	SYNPCC7942_RS08575
SYNPCC7942_1005		1016315	1016944	HAD-superfamily hydrolase subfamily IA, variant 3	SYNPCC7942_1005	SYNPCC7942_1005	SYNPCC7942_RS05155
anL43		9300	9845	conserved hypothetical protein	anL43	SYNPCC7942_B2617	SYNPCC7942_RS13395
purL		2178	4511	phosphoribosylformylglycinamidine synthase II	purL // purF	SYNPCC7942_0003	SYNPCC7942_RS00015
SYNPCC7942_0702		693257	694045	conserved hypothetical protein	SYNPCC7942_0705 // cat // dprA // SYNPCC7942_0702 // SYNPCC7942_0701	SYNPCC7942_0702	SYNPCC7942_RS03600
malQ		1636580	1638625	Glycogen debranching enzyme	malQ // SYNPCC7942_1574	SYNPCC7942_1575	SYNPCC7942_RS08045
SYNPCC7942_1647		1715266	1716186	conserved hypothetical protein	SYNPCC7942_1647	SYNPCC7942_1647	SYNPCC7942_RS08400
spt		2242713	2243867	serine:pyruvate aminotransferase	SYNPCC7942_2161 // spt	SYNPCC7942_2160	SYNPCC7942_RS10975
SYNPCC7942_2583		2668299	2668931	conserved hypothetical protein	SYNPCC7942_2584 // SYNPCC7942_2583	SYNPCC7942_2583	SYNPCC7942_RS13155
rplJ		624322	624849	50S ribosomal subunit protein L10	rplJ	SYNPCC7942_0632	SYNPCC7942_RS03245
SYNPCC7942_0665		662232	662978	conserved hypothetical protein	SYNPCC7942_0665	SYNPCC7942_0665	SYNPCC7942_RS03405
SYNPCC7942_0976		982168	984897	CBS-domain protein	SYNPCC7942_0976	SYNPCC7942_0976	SYNPCC7942_RS05010
SYNPCC7942_1613		1682042	1682617	conserved hypothetical protein	SYNPCC7942_1613	SYNPCC7942_1613	SYNPCC7942_RS08230
SYNPCC7942_1548		1604319	1605638	probable amidase	SYNPCC7942_1548	SYNPCC7942_1548	SYNPCC7942_RS07895
SYNPCC7942_2528		2609741	2610427	hypothetical protein	SYNPCC7942_2528 // SYNPCC7942_2527 // clpX // clpP2	SYNPCC7942_2528	SYNPCC7942_RS12835
SYNPCC7942_2129		2208154	2208558	4Fe-4S ferredoxin iron-sulfur binding domain protein	SYNPCC7942_2130 // SYNPCC7942_2129	SYNPCC7942_2129	SYNPCC7942_RS10795
SYNPCC7942_0619		609153	609788	conserved hypothetical protein	SYNPCC7942_0619	SYNPCC7942_0619	SYNPCC7942_RS03175
cbbE		592890	593633	ribulose-phosphate 3-epimerase	cbbE	SYNPCC7942_0604	SYNPCC7942_RS03100
SYNPCC7942_1560		1617134	1617292	conserved hypothetical protein	SYNPCC7942_1560	SYNPCC7942_1560	
SYNPCC7942_0954		962266	963300	glycine cleavage T-protein-like	SYNPCC7942_0954	SYNPCC7942_0954	SYNPCC7942_RS04905
SYNPCC7942_2483		2563680	2565164	conserved hypothetical protein	SYNPCC7942_2483	SYNPCC7942_2483	SYNPCC7942_RS12610
rpoC2		1579094	1583050	DNA-directed RNA polymerase &beta;'' subunit	rpoC2	SYNPCC7942_1524	SYNPCC7942_RS07790
SYNPCC7942_0575		556414	556977	conserved hypothetical protein	SYNPCC7942_0575	SYNPCC7942_0575	SYNPCC7942_RS02930
cynB		2186064	2186855	nitrate transport permease	cynA // cynB // cynD // cynS	SYNPCC7942_2106	SYNPCC7942_RS10675
SYNPCC7942_1506		1556097	1556513	conserved hypothetical protein	SYNPCC7942_1506	SYNPCC7942_1506	SYNPCC7942_RS07695
mrcA1		560720	562537	Peptidoglycan glycosyltransferase	mrcA1	SYNPCC7942_0580	SYNPCC7942_RS02950
SYNPCC7942_2432		2506121	2506729	conserved hypothetical protein	SYNPCC7942_2435 // ilvN // SYNPCC7942_2433 // SYNPCC7942_2432	SYNPCC7942_2432	SYNPCC7942_RS12355
lpxA1		938386	939192	acyl-(acyl-carrier-protein)--UDP-N- acetylglucosamine O-acyltransferase	lpxB // lpxA1 // fabZ // lpxC // SYNPCC7942_0928	SYNPCC7942_0931	SYNPCC7942_RS04790
SYNPCC7942_0544		526862	527161	conserved hypothetical protein	SYNPCC7942_0546 // SYNPCC7942_0545 // SYNPCC7942_0544	SYNPCC7942_0544	SYNPCC7942_RS02770
leuB		1554839	1555936	3-isopropylmalate dehydrogenase	leuB	SYNPCC7942_1505	SYNPCC7942_RS07690
SYNPCC7942_1470		1522712	1523005	conserved hypothetical protein	mnhC // mnhD // SYNPCC7942_1472 // SYNPCC7942_1471 // SYNPCC7942_1470 // mnhB2 // mnhB1	SYNPCC7942_1470	
SYNPCC7942_2085		2165683	2166759	probable anion transporting ATPase	SYNPCC7942_2086 // SYNPCC7942_2085 // chlG	SYNPCC7942_2085	SYNPCC7942_RS10570
SYNPCC7942_2399		2472923	2474101	conserved hypothetical protein	SYNPCC7942_2399 // yqgF // SYNPCC7942_2397 // SYNPCC7942_2396	SYNPCC7942_2399	SYNPCC7942_RS12190
hlyD1		535182	536534	Secretion protein HlyD	hlyD1	SYNPCC7942_0553	SYNPCC7942_RS02815
SYNPCC7942_0514		499683	500105	conserved hypothetical protein	SYNPCC7942_0516 // SYNPCC7942_0515 // SYNPCC7942_0514 // SYNPCC7942_0513	SYNPCC7942_0514	SYNPCC7942_RS02610
cytM		1530415	1530852	cytochrome CytM	cytM	SYNPCC7942_1478	
SYNPCC7942_1413		1464941	1465696	conserved hypothetical protein	SYNPCC7942_1413	SYNPCC7942_1413	SYNPCC7942_RS07230
SYNPCC7942_2066		2142279	2143310	TIM-barrel protein, yjbN family	SYNPCC7942_2066	SYNPCC7942_2066	SYNPCC7942_RS10475
SYNPCC7942_2355		2421779	2422102	conserved hypothetical protein	SYNPCC7942_2355	SYNPCC7942_2355	SYNPCC7942_RS11965
SYNPCC7942_0516		500562	501884	C-terminal processing peptidase-2	SYNPCC7942_0516 // SYNPCC7942_0515 // SYNPCC7942_0514 // SYNPCC7942_0513	SYNPCC7942_0516	SYNPCC7942_RS02620
SYNPCC7942_0128		127151	128449	conserved hypothetical protein	SYNPCC7942_0129 // SYNPCC7942_0128	SYNPCC7942_0128	SYNPCC7942_RS00650
anL16		36501	37475	Zn-dependent oxidoreductase	anL16	SYNPCC7942_B2642	SYNPCC7942_RS13540
SYNPCC7942_0472		458795	459019	hypothetical protein	SYNPCC7942_0472	SYNPCC7942_0472	SYNPCC7942_RS02410
plsX		1507284	1508324	fatty acid/phospholipid synthesis protein PlsX	plsX	SYNPCC7942_1454	SYNPCC7942_RS07440
SYNPCC7942_1370		1407963	1408202	hypothetical protein	SYNPCC7942_1370	SYNPCC7942_1370	SYNPCC7942_RS07010
SYNPCC7942_0487		473510	474172	Peptidase S26A, signal peptidase I	SYNPCC7942_0487	SYNPCC7942_0487	SYNPCC7942_RS02480
SYNPCC7942_2294		2364152	2364988	conserved hypothetical protein	SYNPCC7942_2295 // SYNPCC7942_2294 // SYNPCC7942_2293 // SYNPCC7942_2292	SYNPCC7942_2294	SYNPCC7942_RS11660
gcvH		2118062	2118451	glycine cleavage system H protein	gcvP // gcvH	SYNPCC7942_2046	SYNPCC7942_RS10380
SYNPCC7942_0083		81023	81220	hypothetical protein	SYNPCC7942_0084 // SYNPCC7942_0083 // SYNPCC7942_0082	SYNPCC7942_0083	SYNPCC7942_RS00410
ctaE		2686728	2687315	cytochrome c oxidase subunit III	ctaE // ctaD // ctaC	SYNPCC7942_2604	SYNPCC7942_RS13265
SYNPCC7942_0429		418681	419220	conserved hypothetical protein	SYNPCC7942_0429	SYNPCC7942_0429	SYNPCC7942_RS02190
purK		1481407	1482594	phosphoribosylaminoimidazole carboxylase, ATPase subunit	purK	SYNPCC7942_1428	SYNPCC7942_RS07305
SYNPCC7942_1330		1362508	1363164	conserved hypothetical protein	SYNPCC7942_1330 // SYNPCC7942_1329	SYNPCC7942_1330	SYNPCC7942_RS06800
SYNPCC7942_0463		449957	450448	protein tyrosine phosphatase	SYNPCC7942_0463 // SYNPCC7942_0462	SYNPCC7942_0463	SYNPCC7942_RS02360
SYNPCC7942_2257		2326665	2326832	conserved hypothetical protein	SYNPCC7942_2257	SYNPCC7942_2257	
SYNPCC7942_2015		2083852	2084685	conserved hypothetical protein YCF66	SYNPCC7942_2015 // SYNPCC7942_2014 // SYNPCC7942_2013	SYNPCC7942_2015	SYNPCC7942_RS10220
SYNPCC7942_0037		36123	36326	hypothetical protein	SYNPCC7942_0037	SYNPCC7942_0037	SYNPCC7942_RS00185
murQ		2662169	2663092	N-acetylmuramic acid 6-phosphate etherase	dnaK3 // dnaJ3 // SYNPCC7942_2578 // murQ	SYNPCC7942_2577	SYNPCC7942_RS13120
SYNPCC7942_0399		393793	394545	conserved hypothetical protein	trpG // SYNPCC7942_0399	SYNPCC7942_0399	SYNPCC7942_RS02035
futB		1458057	1459688	Fe (III) ABC transporter permease protein	futB	SYNPCC7942_1407	SYNPCC7942_RS07200
SYNPCC7942_1279		1301796	1302047	hypothetical protein	SYNPCC7942_1281 // SYNPCC7942_1280 // SYNPCC7942_1279 // rpmI	SYNPCC7942_1279	SYNPCC7942_RS06550
pur6		430523	431191	phosphoribosylaminoimidazole carboxylase, catalytic subunit	pur6	SYNPCC7942_0441	SYNPCC7942_RS02255
SYNPCC7942_1271		1295438	1296175	conserved hypothetical protein	SYNPCC7942_1271	SYNPCC7942_1271	SYNPCC7942_RS06510
gloB		1454593	1455369	Hydroxyacylglutathione hydrolase	SYNPCC7942_1404 // gloB	SYNPCC7942_1403	SYNPCC7942_RS07180
SYNPCC7942_2182		2261244	2261429	hypothetical protein	SYNPCC7942_2182	SYNPCC7942_2182	SYNPCC7942_RS11090
sel0033		427463	428029	putative glutathione peroxidase	SYNPCC7942_0438 // sel0033	SYNPCC7942_0437	SYNPCC7942_RS02240
SYNPCC7942_0002		1262	2134	hypothetical protein	SYNPCC7942_0002 // dnaN	SYNPCC7942_0002	SYNPCC7942_RS00010
zds2		2052981	2054405	Carotene 7,8-desaturase	crtB // zds2	SYNPCC7942_1983	SYNPCC7942_RS10055
SYNPCC7942_0362		354884	355483	conserved hypothetical protein	SYNPCC7942_0363 // SYNPCC7942_0362	SYNPCC7942_0362	SYNPCC7942_RS01845
hypA		2632863	2633201	hydrogenase nickel insertion protein HypA	hypA // hypB // hoxH // SYNPCC7942_2554 // hoxU // hoxY	SYNPCC7942_2553	SYNPCC7942_RS12975
SYNPCC7942_1206		1233936	1234211	conserved hypothetical protein	SYNPCC7942_1206 // SYNPCC7942_1205	SYNPCC7942_1206	SYNPCC7942_RS06175
SYNPCC7942_1377		1417540	1419879	metal dependent phosphohydrolase	SYNPCC7942_1377	SYNPCC7942_1377	SYNPCC7942_RS07045
SYNPCC7942_2155		2238733	2239176	conserved hypothetical protein	SYNPCC7942_2155 // SYNPCC7942_2154	SYNPCC7942_2155	SYNPCC7942_RS10950
trpG		394579	395181	Anthranilate synthase, component II	trpG // SYNPCC7942_0399	SYNPCC7942_0400	SYNPCC7942_RS02040
SYNPCC7942_0313		311762	312274	conserved hypothetical protein	SYNPCC7942_0313	SYNPCC7942_0313	SYNPCC7942_RS01595
SYNPCC7942_1963		2033871	2034767	conserved hypothetical protein	ubiA // SYNPCC7942_1963	SYNPCC7942_1963	SYNPCC7942_RS09960
SYNPCC7942_1163		1195317	1196492	conserved hypothetical protein	SYNPCC7942_1163 // SYNPCC7942_1162 // SYNPCC7942_1161	SYNPCC7942_1163	SYNPCC7942_RS05960
SYNPCC7942_2527		2608875	2609717	esterase-like	SYNPCC7942_2528 // SYNPCC7942_2527 // clpX // clpP2	SYNPCC7942_2527	SYNPCC7942_RS12830
SYNPCC7942_2116		2197290	2198150	conserved hypothetical protein	gatA // SYNPCC7942_2116	SYNPCC7942_2116	SYNPCC7942_RS10730
SYNPCC7942_1351		1382386	1383096	HAD-superfamily hydrolase subfamily IA, variant 3	SYNPCC7942_1351 // SYNPCC7942_1350 // SYNPCC7942_1349 // SYNPCC7942_1348 // SYNPCC7942_1347	SYNPCC7942_1351	SYNPCC7942_RS06905
SYNPCC7942_0258		254894	255334	conserved hypothetical protein	SYNPCC7942_0258	SYNPCC7942_0258	SYNPCC7942_RS01315
dacB		2007641	2008990	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	dacB // fni // SYNPCC7942_1932	SYNPCC7942_1934	SYNPCC7942_RS09815
SYNPCC7942_1139		1162565	1164235	conserved hypothetical protein	SYNPCC7942_1139	SYNPCC7942_1139	SYNPCC7942_RS05830
camT		2586130	2586786	Caffeoyl-CoA O-methyltransferase	camT	SYNPCC7942_2505	SYNPCC7942_RS12710
SYNPCC7942_2054		2132256	2133197	conserved hypothetical protein	SYNPCC7942_2054	SYNPCC7942_2054	SYNPCC7942_RS10420
mutM		1351949	1352797	formamidopyrimidine-DNA glycosylase	mutM	SYNPCC7942_1323	SYNPCC7942_RS06765
SYNPCC7942_0219		220316	220636	conserved hypothetical protein	minD // SYNPCC7942_0219	SYNPCC7942_0219	SYNPCC7942_RS01115
SYNPCC7942_0338		333517	333834	Ferredoxin (2Fe-2S)	SYNPCC7942_0338	SYNPCC7942_0338	SYNPCC7942_RS01720
SYNPCC7942_1091		1108372	1109535	conserved hypothetical protein	SYNPCC7942_1091	SYNPCC7942_1091	SYNPCC7942_RS05600
ubiX		1985741	1986379	flavin prenyltransferase	zam // ubiX // SYNPCC7942_1909	SYNPCC7942_1910	SYNPCC7942_RS09685
SYNPCC7942_2018		2085584	2085829	conserved hypothetical protein	SYNPCC7942_2018	SYNPCC7942_2018	SYNPCC7942_RS10240
argH		2556692	2558116	argininosuccinate lyase	argH	SYNPCC7942_2475	SYNPCC7942_RS12575
SYNPCC7942_0180		177550	178422	conserved hypothetical protein	SYNPCC7942_0181 // SYNPCC7942_0180	SYNPCC7942_0180	SYNPCC7942_RS00915
SYNPCC7942_1300		1328093	1328662	conserved hypothetical protein	recQ // SYNPCC7942_1300	SYNPCC7942_1300	SYNPCC7942_RS06650
SYNPCC7942_1059		1068901	1069833	conserved hypothetical protein	SYNPCC7942_1059	SYNPCC7942_1059	SYNPCC7942_RS05430
galE		317010	318008	UDP-glucose 4-epimerase	galE // hlyA	SYNPCC7942_0320	SYNPCC7942_RS01630
SYNPCC7942_1975		2045410	2045763	conserved hypothetical protein	ndhF1 // ndhD1 // SYNPCC7942_1975	SYNPCC7942_1975	SYNPCC7942_RS10015
SYNPCC7942_1884		1956126	1956647	cytidylyltransferase	cbbY // SYNPCC7942_1884 // SYNPCC7942_1883	SYNPCC7942_1884	SYNPCC7942_RS09555
SYNPCC7942_0148		148646	150190	conserved hypothetical protein	SYNPCC7942_0148	SYNPCC7942_0148	SYNPCC7942_RS00750
pilO		2529369	2530163	putative type IV pilus assembly protein PilO	pilM // pilN // pilO	SYNPCC7942_2451	SYNPCC7942_RS12455
SYNPCC7942_1018		1032577	1033212	conserved hypothetical protein	SYNPCC7942_1018	SYNPCC7942_1018	SYNPCC7942_RS05235
rpmI		1301569	1301769	50S ribosomal subunit protein L35	SYNPCC7942_1281 // SYNPCC7942_1280 // SYNPCC7942_1279 // rpmI	SYNPCC7942_1278	SYNPCC7942_RS06545
SYNPCC7942_0968		975143	975358	hypothetical protein	SYNPCC7942_0968	SYNPCC7942_0968	SYNPCC7942_RS04975
sat		291417	292604	sulfate adenylyltransferase	sat	SYNPCC7942_0295	SYNPCC7942_RS01505
SYNPCC7942_0916		922848	922976	conserved hypothetical protein	SYNPCC7942_0916 // aroD // SYNPCC7942_0914 // SYNPCC7942_0913	SYNPCC7942_0916	
SYNPCC7942_1859		1927733	1930486	diguanylate cyclase/phosphodiesterase (GGDEF &amp; EAL domains) with PAS/PAC sensor(s)	SYNPCC7942_1859	SYNPCC7942_1859	SYNPCC7942_RS09430
SYNPCC7942_1928		2002837	2003079	conserved hypothetical protein	SYNPCC7942_1928 // dapF	SYNPCC7942_1928	SYNPCC7942_RS09785
trm1		2500967	2502112	tRNA (guanine-N(2)-)-methyltransferase	SYNPCC7942_2431 // trm1 // exbB // exbD	SYNPCC7942_2430	SYNPCC7942_RS12345
SYNPCC7942_0873		873108	874196	conserved hypothetical protein	SYNPCC7942_0873	SYNPCC7942_0873	SYNPCC7942_RS04500
SYNPCC7942_1254		1277460	1277855	cyclic nucleotide-binding domain (cNMP-BD) protein	SYNPCC7942_1254	SYNPCC7942_1254	SYNPCC7942_RS06425
SYNPCC7942_1880		1952819	1953025	hypothetical protein	SYNPCC7942_1880	SYNPCC7942_1880	SYNPCC7942_RS09535
coaE		268662	269291	Dephospho-CoA kinase	SYNPCC7942_0275 // SYNPCC7942_0274 // coaE	SYNPCC7942_0273	SYNPCC7942_RS01390
SYNPCC7942_0846		840263	841081	conserved hypothetical protein	SYNPCC7942_0847 // SYNPCC7942_0846	SYNPCC7942_0846	SYNPCC7942_RS04370
guaB		1899856	1901019	inosine-5'-monophosphate dehydrogenase	guaB	SYNPCC7942_1831	SYNPCC7942_RS09290
SYNPCC7942_1836		1903658	1903990	conserved hypothetical protein	SYNPCC7942_1837 // SYNPCC7942_1836	SYNPCC7942_1836	SYNPCC7942_RS09315
hspA		2475449	2475940	molecular chaperon	hspA	SYNPCC7942_2401	SYNPCC7942_RS12200
SYNPCC7942_0809		803073	804815	conserved hypothetical protein	SYNPCC7942_0810 // SYNPCC7942_0809	SYNPCC7942_0809	SYNPCC7942_RS04185
petC		1252950	1253489	PetC	petC	SYNPCC7942_1232	SYNPCC7942_RS06315
SYNPCC7942_1798		1867864	1868490	conserved hypothetical protein	SYNPCC7942_1798	SYNPCC7942_1798	SYNPCC7942_RS09135
SYNPCC7942_0249		245851	246636	ABC-type amino acid transport system, ATPase subunit	dnaQ // SYNPCC7942_0250 // SYNPCC7942_0249 // SYNPCC7942_0248 // bgtB // SYNPCC7942_0246	SYNPCC7942_0249	SYNPCC7942_RS01270
SYNPCC7942_0771		763640	764854	conserved hypothetical protein	SYNPCC7942_0771	SYNPCC7942_0771	SYNPCC7942_RS04000
SYNPCC7942_1807		1875797	1876243	mutator MutT-like	SYNPCC7942_1807	SYNPCC7942_1807	SYNPCC7942_RS09180
SYNPCC7942_1764		1831862	1832230	conserved hypothetical protein	SYNPCC7942_1764 // SYNPCC7942_1763 // SYNPCC7942_1762	SYNPCC7942_1764	SYNPCC7942_RS08965
ftsQ		2444319	2445167	cell division protein FtsQ	ftsQ // SYNPCC7942_2376 // ddl // SYNPCC7942_2374	SYNPCC7942_2377	SYNPCC7942_RS12080
SYNPCC7942_0749		743324	743614	hypothetical protein	SYNPCC7942_0749 // gpFII // SYNPCC7942_0747	SYNPCC7942_0749	SYNPCC7942_RS03880
acnB		911756	914341	aconitate hydratase 2	acnB	SYNPCC7942_0903	SYNPCC7942_RS04655
SYNPCC7942_1728		1800372	1800887	conserved hypothetical protein	SYNPCC7942_1729 // SYNPCC7942_1728	SYNPCC7942_1728	SYNPCC7942_RS08795
SYNPCC7942_1215		1237546	1238553	acyl-CoA dehydrogenase family protein-like	SYNPCC7942_1215 // gpx1	SYNPCC7942_1215	SYNPCC7942_RS06225
anL15		35646	36077	conserved hypothetical protein	anL15	SYNPCC7942_B2640	SYNPCC7942_RS13535
