,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,project,condition,ref_condition,post_induction_time,replicate_id,sample,strain_description,media,carbon_ml/min,carbon_source,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,pH,growth_phase,entraintment,post_entraintment_condition,OD_wavelength,OD,fluorescent light,light_flux_umol/m2s,light_flux_mol/m2s,light_intensity,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,passed_global_correlation.1,Source,full_name,passed_similar_replicates
SRX3312485,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202569,SRP120955,PRJNA415380,415380,SRS2618447,SAMN07822164,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640394,7822164,GSE105774,GSM2827772,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_720,0wt_dawn_000,12h,2,ppGpp_2rel_relA+_dark_720_2,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dark_720,True
SRX3312486,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202570,SRP120955,PRJNA415380,415380,SRS2618448,SAMN07822163,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640395,7822163,GSE105774,GSM2827773,,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_000,0wt_dawn_000,0m,2,ppGpp_3rel_relA-_dark_000_2,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:3rel_relA-_dark_000,True
SRX3312487,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202571,SRP120955,PRJNA415380,415380,SRS2618449,SAMN07822162,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640396,7822162,GSE105774,GSM2827774,,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_005,0wt_dawn_000,5m,2,ppGpp_3rel_relA-_dark_005_2,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:3rel_relA-_dark_005,True
SRX3312488,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202572,SRP120955,PRJNA415380,415380,SRS2618450,SAMN07822161,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640397,7822161,GSE105774,GSM2827775,,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_015,0wt_dawn_000,15m,2,ppGpp_3rel_relA-_dark_015_2,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:3rel_relA-_dark_015,True
SRX3312489,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202573,SRP120955,PRJNA415380,415380,SRS2618451,SAMN07822160,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640398,7822160,GSE105774,GSM2827776,,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_030,0wt_dawn_000,30m,2,ppGpp_3rel_relA-_dark_030_2,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:3rel_relA-_dark_030,True
SRX3312490,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202574,SRP120955,PRJNA415380,415380,SRS2618452,SAMN07822159,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640399,7822159,GSE105774,GSM2827777,,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_060,0wt_dawn_000,1h,2,ppGpp_3rel_relA-_dark_060_2,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:3rel_relA-_dark_060,True
SRX3312491,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202575,SRP120955,PRJNA415380,415380,SRS2618454,SAMN07822158,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640400,7822158,GSE105774,GSM2827778,,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_120,0wt_dawn_000,2h,2,ppGpp_3rel_relA-_dark_120_2,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:3rel_relA-_dark_120,True
SRX4105497,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188773,SRP148555,PRJNA472248,472248,SRS3321322,SAMN09230269,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591058,9230269,GSE114693,GSM3147422,,,,sigFactor,del_sigF_24h,del_rpoD2_0h,24h,1,sigFactor_del_sigF_24h_1,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_sigF_24h,True
SRX4105498,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188774,SRP148555,PRJNA472248,472248,SRS3321321,SAMN09230268,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591059,9230268,GSE114693,GSM3147423,,,,sigFactor,del_sigF_28h,del_rpoD2_0h,28h,1,sigFactor_del_sigF_28h_1,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_sigF_28h,True
SRX4105499,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188775,SRP148555,PRJNA472248,472248,SRS3321323,SAMN09230267,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591060,9230267,GSE114693,GSM3147424,,,,sigFactor,del_sigF_32h,del_rpoD2_0h,32h,1,sigFactor_del_sigF_32h_1,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_sigF_32h,True
SRX4105501,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188777,SRP148555,PRJNA472248,472248,SRS3321325,SAMN09230265,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591062,9230265,GSE114693,GSM3147426,,,,sigFactor,del_sigF_40h,del_rpoD2_0h,40h,1,sigFactor_del_sigF_40h_1,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_sigF_40h,True
SRX4105502,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188778,SRP148555,PRJNA472248,472248,SRS3321326,SAMN09230240,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591063,9230240,GSE114693,GSM3147427,,,,sigFactor,del_sigF_44h,del_rpoD2_0h,44h,1,sigFactor_del_sigF_44h_1,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_sigF_44h,True
SRX4105503,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188779,SRP148555,PRJNA472248,472248,SRS3321327,SAMN09230239,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591064,9230239,GSE114693,GSM3147428,,,,sigFactor,del_sigF_24h,del_rpoD2_0h,24h,2,sigFactor_del_sigF_24h_2,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_sigF_24h,True
SRX4105504,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188780,SRP148555,PRJNA472248,472248,SRS3321328,SAMN09230238,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591065,9230238,GSE114693,GSM3147429,,,,sigFactor,del_sigF_28h,del_rpoD2_0h,28h,2,sigFactor_del_sigF_28h_2,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_sigF_28h,True
SRX4105505,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188781,SRP148555,PRJNA472248,472248,SRS3321329,SAMN09230237,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591066,9230237,GSE114693,GSM3147430,,,,sigFactor,del_sigF_32h,del_rpoD2_0h,32h,2,sigFactor_del_sigF_32h_2,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_sigF_32h,True
SRX4105509,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188785,SRP148555,PRJNA472248,472248,SRS3321333,SAMN09230233,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591070,9230233,GSE114693,GSM3147434,,,,sigFactor,del_sigF_40h,del_rpoD2_0h,40h,2,sigFactor_del_sigF_40h_2,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_sigF_40h,True
SRX4105510,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188786,SRP148555,PRJNA472248,472248,SRS3321334,SAMN09230274,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591071,9230274,GSE114693,GSM3147435,,,,sigFactor,del_sigF_44h,del_rpoD2_0h,44h,2,sigFactor_del_sigF_44h_2,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_sigF_44h,True
SRX4105525,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188801,SRP148555,PRJNA472248,472248,SRS3321349,SAMN09230326,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591086,9230326,GSE114693,GSM3147450,,,,sigFactor,del_rpoD2_0h,del_rpoD2_0h,0h,1,sigFactor_del_rpoD2_0h_1,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD2_0h,True
SRX4105527,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188803,SRP148555,PRJNA472248,472248,SRS3321351,SAMN09230324,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591088,9230324,GSE114693,GSM3147452,,,,sigFactor,del_rpoD2_2h,del_rpoD2_0h,2h,1,sigFactor_del_rpoD2_2h_1,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD2_2h,True
SRX4105528,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188804,SRP148555,PRJNA472248,472248,SRS3321352,SAMN09230323,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591089,9230323,GSE114693,GSM3147453,,,,sigFactor,del_rpoD2_3h,del_rpoD2_0h,3h,1,sigFactor_del_rpoD2_3h_1,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD2_3h,True
SRX4105529,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188805,SRP148555,PRJNA472248,472248,SRS3321353,SAMN09230322,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591090,9230322,GSE114693,GSM3147454,,,,sigFactor,del_rpoD2_6h,del_rpoD2_0h,6h,1,sigFactor_del_rpoD2_6h_1,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD2_6h,True
SRX4105530,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188806,SRP148555,PRJNA472248,472248,SRS3321354,SAMN09230321,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591091,9230321,GSE114693,GSM3147455,,,,sigFactor,del_rpoD2_9h,del_rpoD2_0h,9h,1,sigFactor_del_rpoD2_9h_1,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD2_9h,True
SRX4105533,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188809,SRP148555,PRJNA472248,472248,SRS3321357,SAMN09230318,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591094,9230318,GSE114693,GSM3147458,,,,sigFactor,del_rpoD2_0h,del_rpoD2_0h,0h,2,sigFactor_del_rpoD2_0h_2,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD2_0h,True
SRX4105536,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188812,SRP148555,PRJNA472248,472248,SRS3321360,SAMN09230315,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591097,9230315,GSE114693,GSM3147461,,,,sigFactor,del_rpoD2_2h,del_rpoD2_0h,2h,2,sigFactor_del_rpoD2_2h_2,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD2_2h,True
SRX4105537,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188813,SRP148555,PRJNA472248,472248,SRS3321361,SAMN09230314,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591098,9230314,GSE114693,GSM3147462,,,,sigFactor,del_rpoD2_3h,del_rpoD2_0h,3h,2,sigFactor_del_rpoD2_3h_2,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD2_3h,True
SRX4105538,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188814,SRP148555,PRJNA472248,472248,SRS3321362,SAMN09230313,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591099,9230313,GSE114693,GSM3147463,,,,sigFactor,del_rpoD2_6h,del_rpoD2_0h,6h,2,sigFactor_del_rpoD2_6h_2,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD2_6h,True
SRX4105539,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188815,SRP148555,PRJNA472248,472248,SRS3321363,SAMN09230312,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591100,9230312,GSE114693,GSM3147464,,,,sigFactor,del_rpoD2_9h,del_rpoD2_0h,9h,2,sigFactor_del_rpoD2_9h_2,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD2_9h,True
SRX4105545,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188821,SRP148555,PRJNA472248,472248,SRS3321370,SAMN09230208,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591106,9230208,GSE114693,GSM3147470,,,,sigFactor,del_rpoD6_6h,del_rpoD2_0h,6h,1,sigFactor_del_rpoD6_6h_1,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD6_6h,True
SRX4105552,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188828,SRP148555,PRJNA472248,472248,SRS3321376,SAMN09230201,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591113,9230201,GSE114693,GSM3147477,,,,sigFactor,del_rpoD6_6h,del_rpoD2_0h,6h,2,sigFactor_del_rpoD6_6h_2,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD6_6h,True
SRX4105556,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188832,SRP148555,PRJNA472248,472248,SRS3321380,SAMN09230197,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591117,9230197,GSE114693,GSM3147481,,,,sigFactor,del_rpoD5_0.5h,del_rpoD2_0h,0.5h,1,sigFactor_del_rpoD5_0.5h_1,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD5_0.5h,True
SRX4105557,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188833,SRP148555,PRJNA472248,472248,SRS3321381,SAMN09230196,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591118,9230196,GSE114693,GSM3147482,,,,sigFactor,del_rpoD5_2h,del_rpoD2_0h,2h,1,sigFactor_del_rpoD5_2h_1,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD5_2h,True
SRX4105558,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188834,SRP148555,PRJNA472248,472248,SRS3321382,SAMN09230195,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591119,9230195,GSE114693,GSM3147483,,,,sigFactor,del_rpoD5_3h,del_rpoD2_0h,3h,1,sigFactor_del_rpoD5_3h_1,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD5_3h,True
SRX4105559,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188835,SRP148555,PRJNA472248,472248,SRS3321383,SAMN09230194,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591120,9230194,GSE114693,GSM3147484,,,,sigFactor,del_rpoD5_6h,del_rpoD2_0h,6h,1,sigFactor_del_rpoD5_6h_1,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD5_6h,True
SRX4105561,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188837,SRP148555,PRJNA472248,472248,SRS3321385,SAMN09230192,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591122,9230192,GSE114693,GSM3147486,,,,sigFactor,del_rpoD5_12h,del_rpoD2_0h,12h,1,sigFactor_del_rpoD5_12h_1,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD5_12h,True
SRX4105563,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188839,SRP148555,PRJNA472248,472248,SRS3321387,SAMN09230190,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591124,9230190,GSE114693,GSM3147488,,,,sigFactor,del_rpoD5_0.5h,del_rpoD2_0h,0.5h,2,sigFactor_del_rpoD5_0.5h_2,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD5_0.5h,True
SRX4105564,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188840,SRP148555,PRJNA472248,472248,SRS3321388,SAMN09230189,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591125,9230189,GSE114693,GSM3147489,,,,sigFactor,del_rpoD5_2h,del_rpoD2_0h,2h,2,sigFactor_del_rpoD5_2h_2,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD5_2h,True
SRX4105565,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188841,SRP148555,PRJNA472248,472248,SRS3321389,SAMN09230188,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591126,9230188,GSE114693,GSM3147490,,,,sigFactor,del_rpoD5_3h,del_rpoD2_0h,3h,2,sigFactor_del_rpoD5_3h_2,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD5_3h,True
SRX4105566,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188842,SRP148555,PRJNA472248,472248,SRS3321390,SAMN09230187,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591127,9230187,GSE114693,GSM3147491,,,,sigFactor,del_rpoD5_6h,del_rpoD2_0h,6h,2,sigFactor_del_rpoD5_6h_2,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD5_6h,True
SRX4105568,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188844,SRP148555,PRJNA472248,472248,SRS3321392,SAMN09230185,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591129,9230185,GSE114693,GSM3147493,,,,sigFactor,del_rpoD5_12h,del_rpoD2_0h,12h,2,sigFactor_del_rpoD5_12h_2,,,,,,,,,,,,,,,,,,,,,True,True,True,,,sigFactor:del_rpoD5_12h,True
